Headword,Entry No.,No.,Syllabary,Stem,Practical,Simple phonetics,Tone and length 1,Tone and length 2,Part of speech,Grammar sub entry,Grammar note,Translation 1A,Translation 1B,Translation 1C,Translation 1D,Translation 1E,Translation 1F,Translation 1G,Translation 1H,Translation 1 sub entry,Translation 2A,Translation 2B,Translation 2C,Translation 2D,Translation 2 sub entry,Translation 3A,Translation 3B,Translation 3C,Translation 3D,Translation 3 sub entry,English gloss 1,English gloss 2,English gloss 3,English gloss 4,Compare 1,Compare 2,Compare 3,Word audio,Sentence 1 audio,Sentence-1 SYLL,Sentence-1 PHON,Sentence-1 ENGL,Sentence 2 audio,Sentence-2 SYLL,Sentence-2 PHON,Sentence-2 ENGL,Sentence 3 audio,Sentence-3 SYLL,Sentence-3 PHON,Sentence-3 ENGL,Source of sentence 1,Source of sentence 2,Source of sentence 3,Speaker of sentence 1,Speaker of sentence 2,Speaker of sentence 3,Notes on speaker of sentence 1,Notes on speaker of sentence 2,Notes on speaker of sentence 3,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏚᎵᏲᎩᏒᎢ,601.3,601,ᏚᎵᏲᎩᏒᎢ,,duliyogisv’i,du-li-yo-gi-sv-i,dùlǐyógìsv̌’i,dù:lǐ:yó:gì:sv̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she took off his/her socks,,,,,,,,,,,,,,,,,,,take off,socks,,,alǐyo,dàlǐyóhịha,dàlǐyósịha,,Sentence_for_entry_0601.m4a,ᏚᎳᏑᎴᏒ ᎠᎴ *ᏚᎵᏲᎩᏒᎢ.*,dù:lâ:su:lé:sv́ ale *dù:lǐ:yó:gì:sv̌:’i*,*He took off his* shoes and *socks.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏓᎵᏲᎩᏍᎪᎢ,601.4,601,ᏓᎵᏲᎩᏍᎪᎢ,,daliyogisgo’i,da-li-yo-gi-s-go-i,dàlǐyógìsgó’i,dà:lǐ:yó:gì:sgó:’i,verb (v.t.),3rd person singular present habitual,,he/she takes off his/her socks,,,,,,,,,,,,,,,,,,,take off,socks,,,alǐyo,dàlǐyóhịha,dàlǐyósịha,,Sentence_for_entry_0601.m4a,ᏚᎳᏑᎴᏒ ᎠᎴ *ᏚᎵᏲᎩᏒᎢ.*,dù:lâ:su:lé:sv́ ale *dù:lǐ:yó:gì:sv̌:’i*,*He took off his* shoes and *socks.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏔᎵᏲᎩ,601.5,601,ᏔᎵᏲᎩ,,taliyogi,ta-li-yo-gi,talíyogi,ta:lí:yo:gi,verb (v.t.),imperative with animate/ inanimate direct objects,,take off your socks!,,,,,,,,,,,,,,,,,,,take off,socks,,,alǐyo,dàlǐyóhịha,dàlǐyósịha,,Sentence_for_entry_0601.m4a,ᏚᎳᏑᎴᏒ ᎠᎴ *ᏚᎵᏲᎩᏒᎢ.*,dù:lâ:su:lé:sv́ ale *dù:lǐ:yó:gì:sv̌:’i*,*He took off his* shoes and *socks.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏧᎵᏲᎩᏍᏗ,601.6,601,ᏧᎵᏲᎩᏍᏗ,,juliyogisdi,tsu-li-yo-gi-s-di,julǐyógìsdi,ju:lǐ:yó:gì:sdi,verb (v.t.),3rd person singular infinitive,,to take off one’s socks,,,,,,,,,,,,,,,,,,,take off,socks,,,alǐyo,dàlǐyóhịha,dàlǐyósịha,,Sentence_for_entry_0601.m4a,ᏚᎳᏑᎴᏒ ᎠᎴ *ᏚᎵᏲᎩᏒᎢ.*,dù:lâ:su:lé:sv́ ale *dù:lǐ:yó:gì:sv̌:’i*,*He took off his* shoes and *socks.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏓᎵᏲᎯᎭ,602.1,602,ᏓᎵᏲᎯᎭ,,daliyohiha,da-li-yo-hi-ha,dàlǐyóhịha,dà:lǐ:yó:hiha,verb (v.t.),3rd person singular,,he/she is putting on his/her socks,,,,,,,,,,,,,,,,,,,put on,socks,,,alǐyo,dàlǐyógị’a,dàlǐyósịha,,Sentence_for_entry_0602.m4a,*ᏓᎵᏲᎯᎲ* ᎢᎪᎯᏓ ᎩᎶ ᏚᏃᏍᎩᏎ ᏧᎳᏑᎶ.,*dà:lǐ:yó:hihv̋* igǒ:hi̋:da kilő dù:no:sgí:se ju:là:sǔ:ló,While he was *putting on his socks‚* someone stole his shoes.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏕᎦᎵᏲᎢᎭ,602.2,602,ᏕᎦᎵᏲᎢᎭ,,degaliyo’iha,de-ga-li-yo-i-ha,degálǐyọ́’ịha,de:gá:lǐ:yó’iha,verb (v.t.),1st person singular with animate/ inanimate object,,I’m putting on my socks,,,,,,,,,,,,,,,,,,,put on,socks,,,alǐyo,dàlǐyógị’a,dàlǐyósịha,,Sentence_for_entry_0602.m4a,*ᏓᎵᏲᎯᎲ* ᎢᎪᎯᏓ ᎩᎶ ᏚᏃᏍᎩᏎ ᏧᎳᏑᎶ.,*dà:lǐ:yó:hihv̋* igǒ:hi̋:da kilő dù:no:sgí:se ju:là:sǔ:ló,While he was *putting on his socks‚* someone stole his shoes.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏚᎵᏲᏢᎢ,602.3,602,ᏚᎵᏲᏢᎢ,,duliyohlv’i,du-li-yo-tlv-i,dùlǐyóhlv̌’i,dù:lǐ:yó:hlv̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she put on his/her socks,,,,,,,,,,,,,,,,,,,put on,socks,,,alǐyo,dàlǐyógị’a,dàlǐyósịha,,Sentence_for_entry_0602.m4a,*ᏓᎵᏲᎯᎲ* ᎢᎪᎯᏓ ᎩᎶ ᏚᏃᏍᎩᏎ ᏧᎳᏑᎶ.,*dà:lǐ:yó:hihv̋* igǒ:hi̋:da kilő dù:no:sgí:se ju:là:sǔ:ló,While he was *putting on his socks‚* someone stole his shoes.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏓᎵᏲᎯᎰᎢ,602.4,602,ᏓᎵᏲᎯᎰᎢ,,daliyohiho’i,da-li-yo-hi-ho-i,dàlǐyóhịhó’i,dà:lǐ:yó:hihó:’i,verb (v.t.),3rd person singular present habitual,,he/she puts on his/her socks,,,,,,,,,,,,,,,,,,,put on,socks,,,alǐyo,dàlǐyógị’a,dàlǐyósịha,,Sentence_for_entry_0602.m4a,*ᏓᎵᏲᎯᎲ* ᎢᎪᎯᏓ ᎩᎶ ᏚᏃᏍᎩᏎ ᏧᎳᏑᎶ.,*dà:lǐ:yó:hihv̋* igǒ:hi̋:da kilő dù:no:sgí:se ju:là:sǔ:ló,While he was *putting on his socks‚* someone stole his shoes.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏔᎵᏲᎦ,602.5,602,ᏔᎵᏲᎦ,,taliyoga,ta-li-yo-ga,talíyoga,ta:lí:yo:ga,verb (v.t.),imperative with animate/ inanimate direct objects,,put on your socks!,,,,,,,,,,,,,,,,,,,put on,socks,,,alǐyo,dàlǐyógị’a,dàlǐyósịha,,Sentence_for_entry_0602.m4a,*ᏓᎵᏲᎯᎲ* ᎢᎪᎯᏓ ᎩᎶ ᏚᏃᏍᎩᏎ ᏧᎳᏑᎶ.,*dà:lǐ:yó:hihv̋* igǒ:hi̋:da kilő dù:no:sgí:se ju:là:sǔ:ló,While he was *putting on his socks‚* someone stole his shoes.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏧᎵᏲᏍᏗ,602.6,602,ᏧᎵᏲᏍᏗ,,juliyosdi,tsu-li-yo-s-di,julǐyósdi,ju:lǐ:yó:sdi,verb (v.t.),3rd person singular infinitive,,to put on one’s socks,,,,,,,,,,,,,,,,,,,put on,socks,,,alǐyo,dàlǐyógị’a,dàlǐyósịha,,Sentence_for_entry_0602.m4a,*ᏓᎵᏲᎯᎲ* ᎢᎪᎯᏓ ᎩᎶ ᏚᏃᏍᎩᏎ ᏧᎳᏑᎶ.,*dà:lǐ:yó:hihv̋* igǒ:hi̋:da kilő dù:no:sgí:se ju:là:sǔ:ló,While he was *putting on his socks‚* someone stole his shoes.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏓᎵᏲᏏᎭ,603.1,603,ᏓᎵᏲᏏᎭ,,daliyosiha,da-li-yo-si-ha,dàlǐyósịha,dà:lǐ:yó:siha,verb (v.t.),3rd person singular,,he/she is changing his/her socks,,,,,,,,,,,,,,,,,,,change socks,socks,,,alǐyo,dàlǐyógị’a,dàlǐyóhịha,,Sentence_for_entry_0603.m4a,*ᏔᎵᏲᏌ* ᏗᎦᏚᎵᏓ ᏕᏣᎵᏲᎲᎢ.,*ta:lí:yo:sa* diga:du:li̋:da de:já:li:yo:hv:’i,*Change your* wet *socks.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏕᎦᎵᏲᏏᎭ,603.2,603,ᏕᎦᎵᏲᏏᎭ,,degaliyosiha,de-ga-li-yo-si-ha,degálǐyôsịha,de:gá:lǐ:yô:siha,verb (v.t.),1st person singular with animate/ inanimate object,,I’m changing my socks,,,,,,,,,,,,,,,,,,,change socks,socks,,,alǐyo,dàlǐyógị’a,dàlǐyóhịha,,Sentence_for_entry_0603.m4a,*ᏔᎵᏲᏌ* ᏗᎦᏚᎵᏓ ᏕᏣᎵᏲᎲᎢ.,*ta:lí:yo:sa* diga:du:li̋:da de:já:li:yo:hv:’i,*Change your* wet *socks.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏚᎵᏲᏒᎲᎢ,603.3,603,ᏚᎵᏲᏒᎲᎢ,,duliyosvhv’i,du-li-yo-sv-hv-i,dùlǐyósvhv̌’i,dù:lǐ:yó:sv:hv̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she changed his/her socks,,,,,,,,,,,,,,,,,,,change socks,socks,,,alǐyo,dàlǐyógị’a,dàlǐyóhịha,,Sentence_for_entry_0603.m4a,*ᏔᎵᏲᏌ* ᏗᎦᏚᎵᏓ ᏕᏣᎵᏲᎲᎢ.,*ta:lí:yo:sa* diga:du:li̋:da de:já:li:yo:hv:’i,*Change your* wet *socks.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏓᎵᏲᏏᎰᎢ,603.4,603,ᏓᎵᏲᏏᎰᎢ,,daliyosiho’i,da-li-yo-si-ho-i,dàlǐyósihó’i,dà:lǐ:yó:si:hó:’i,verb (v.t.),3rd person singular present habitual,,he/she changes his/her socks,,,,,,,,,,,,,,,,,,,change socks,socks,,,alǐyo,dàlǐyógị’a,dàlǐyóhịha,,Sentence_for_entry_0603.m4a,*ᏔᎵᏲᏌ* ᏗᎦᏚᎵᏓ ᏕᏣᎵᏲᎲᎢ.,*ta:lí:yo:sa* diga:du:li̋:da de:já:li:yo:hv:’i,*Change your* wet *socks.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏔᎵᏲᏌ,603.5,603,ᏔᎵᏲᏌ,,taliyosa,ta-li-yo-sa,talíyosa,ta:lí:yo:sa,verb (v.t.),imperative with animate/ inanimate direct objects,,change your socks!,,,,,,,,,,,,,,,,,,,change socks,socks,,,alǐyo,dàlǐyógị’a,dàlǐyóhịha,,Sentence_for_entry_0603.m4a,*ᏔᎵᏲᏌ* ᏗᎦᏚᎵᏓ ᏕᏣᎵᏲᎲᎢ.,*ta:lí:yo:sa* diga:du:li̋:da de:já:li:yo:hv:’i,*Change your* wet *socks.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏧᎵᏲᏒᏗ,603.6,603,ᏧᎵᏲᏒᏗ,,juliyosvhdi,tsu-li-yo-sv-di,julǐyósṿhdi,ju:lǐ:yó:svhdi,verb (v.t.),3rd person singular infinitive,,to change one’s socks,,,,,,,,,,,,,,,,,,,change socks,socks,,,alǐyo,dàlǐyógị’a,dàlǐyóhịha,,Sentence_for_entry_0603.m4a,*ᏔᎵᏲᏌ* ᏗᎦᏚᎵᏓ ᏕᏣᎵᏲᎲᎢ.,*ta:lí:yo:sa* diga:du:li̋:da de:já:li:yo:hv:’i,*Change your* wet *socks.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏓᎵᏐᏍᏗᎭ,604.1,604,ᏓᎵᏐᏍᏗᎭ,,dalsosdiha,da-li-so-s-di-ha,dàlsosdị́ha,dà:lso:sdíha,verb (v.t.),3rd person singular,,he/she is aiming at him/her,he/she is aiming at it,,,,,,,,,he/she is aiming it,,,,,,,,,aim,,,,àlsǒsdị́ha,,,,Sentence_for_entry_0604.m4a,ᏞᏍᏗ ᎩᎶ ᎦᎶᏇ ᎬᏗ *ᏱᏘᏯᎵᏐᏍᏗᏍᎨᏍᏗ.*,hlè:sdi kilő: galò:gwe gv̋hdi *yitiyálì:sò:sdí:sgé:sdi*,Don’t *aim at* anyone with a gun.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏕᏥᏯᎵᏐᏍᏗᎭ,604.2,604,ᏕᏥᏯᎵᏐᏍᏗᎭ,,dejiyalisosdiha,de-tsi-ya-li-so-s-di-ha,dejíyạlìsǒsdị́ha,de:jí:yalì:sǒ:sdíha,verb (v.t.),1st person singular with animate object,,I’m aiming at him/her,,,,,,,,,,,,,,,,,,,aim,,,,àlsǒsdị́ha,,,,Sentence_for_entry_0604.m4a,ᏞᏍᏗ ᎩᎶ ᎦᎶᏇ ᎬᏗ *ᏱᏘᏯᎵᏐᏍᏗᏍᎨᏍᏗ.*,hlè:sdi kilő: galò:gwe gv̋hdi *yitiyálì:sò:sdí:sgé:sdi*,Don’t *aim at* anyone with a gun.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏕᎦᎵᏐᏍᏗᎭ,604.3,604,ᏕᎦᎵᏐᏍᏗᎭ,,degalisosdiha,de-ga-li-so-s-di-ha,degạ́lìsǒsdị́ha,de:gálì:sǒ:sdíha,verb (v.t.),1st person singular with inanimate object,,I’m aiming at it,,,,,,,,,,I’m aiming it,,,,,,,,,aim,,,,àlsǒsdị́ha,,,,Sentence_for_entry_0604.m4a,ᏞᏍᏗ ᎩᎶ ᎦᎶᏇ ᎬᏗ *ᏱᏘᏯᎵᏐᏍᏗᏍᎨᏍᏗ.*,hlè:sdi kilő: galò:gwe gv̋hdi *yitiyálì:sò:sdí:sgé:sdi*,Don’t *aim at* anyone with a gun.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏚᎵᏐᏍᏔᏅᎢ,604.4,604,ᏚᎵᏐᏍᏔᏅᎢ,,dulsostanv’i,du-li-so-s-ta-nv-i,dùlsǒstạ́nv̌’i,dù:lsǒ:stánv̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she aimed at him/her,he/she aimed at it,,,,,,,,,he/she aimed it,,,,,,,,,aim,,,,àlsǒsdị́ha,,,,Sentence_for_entry_0604.m4a,ᏞᏍᏗ ᎩᎶ ᎦᎶᏇ ᎬᏗ *ᏱᏘᏯᎵᏐᏍᏗᏍᎨᏍᏗ.*,hlè:sdi kilő: galò:gwe gv̋hdi *yitiyálì:sò:sdí:sgé:sdi*,Don’t *aim at* anyone with a gun.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏓᎵᏐᏍᏗᏍᎪᎢ,604.5,604,ᏓᎵᏐᏍᏗᏍᎪᎢ,,dalsosdisgo’i,da-li-so-s-di-s-go-i,dàlsǒsdísgó’i,dà:lsǒ:sdí:sgó:’i,verb (v.t.),3rd person singular present habitual,,he/she aims at him/her,he/she aims at it,,,,,,,,,he/she aims it,,,,,,,,,aim,,,,àlsǒsdị́ha,,,,Sentence_for_entry_0604.m4a,ᏞᏍᏗ ᎩᎶ ᎦᎶᏇ ᎬᏗ *ᏱᏘᏯᎵᏐᏍᏗᏍᎨᏍᏗ.*,hlè:sdi kilő: galò:gwe gv̋hdi *yitiyálì:sò:sdí:sgé:sdi*,Don’t *aim at* anyone with a gun.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏘᏯᎵᏐᏍᏓ,604.6,604,ᏘᏯᎵᏐᏍᏓ,,tiyalisosda,ti-ya-li-so-s-da,tiyạ́lìsǒsda,ti:yálì:sǒ:sda,verb (v.t.),imperative with animate direct objects,,aim at him/her!,,,,,,,,,,,,,,,,,,,aim,,,,àlsǒsdị́ha,,,,Sentence_for_entry_0604.m4a,ᏞᏍᏗ ᎩᎶ ᎦᎶᏇ ᎬᏗ *ᏱᏘᏯᎵᏐᏍᏗᏍᎨᏍᏗ.*,hlè:sdi kilő: galò:gwe gv̋hdi *yitiyálì:sò:sdí:sgé:sdi*,Don’t *aim at* anyone with a gun.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏔᎵᏐᏍᏓ,604.7,604,ᏔᎵᏐᏍᏓ,,talsosda,ta-li-so-s-da,tạ́lsosda,tálso:sda,verb (v.t.),imperative with animate/ inanimate direct objects,,aim at it!,,,,,,,,,,aim it!,,,,,,,,,aim,,,,àlsǒsdị́ha,,,,Sentence_for_entry_0604.m4a,ᏞᏍᏗ ᎩᎶ ᎦᎶᏇ ᎬᏗ *ᏱᏘᏯᎵᏐᏍᏗᏍᎨᏍᏗ.*,hlè:sdi kilő: galò:gwe gv̋hdi *yitiyálì:sò:sdí:sgé:sdi*,Don’t *aim at* anyone with a gun.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏧᎵᏐᏍᏙᏗ,604.8,604,ᏧᎵᏐᏍᏙᏗ,,julsosdohdi,tsu-li-so-s-do-di,jụlsǒsdọ́hdi,julsǒ:sdóhdi,verb (v.t.),3rd person singular infinitive,,to aim at someone,to aim at something,,,,,,,,,to aim something,,,,,,,,,aim,,,,àlsǒsdị́ha,,,,Sentence_for_entry_0604.m4a,ᏞᏍᏗ ᎩᎶ ᎦᎶᏇ ᎬᏗ *ᏱᏘᏯᎵᏐᏍᏗᏍᎨᏍᏗ.*,hlè:sdi kilő: galò:gwe gv̋hdi *yitiyálì:sò:sdí:sgé:sdi*,Don’t *aim at* anyone with a gun.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏓᎹᎦ,605.1,605,ᏓᎹᎦ,,damaga,da-ma-ga,damạ́ga,da:mága,noun,singular,,horsefly,,,,,,,,,,,,,,,,,,,horsefly,,,,,,,,Sentence_for_entry_0605.m4a,*ᏓᎹᎦ* ᏍᏓᏯ ᎠᏓᏍᎦᎵᎪᎢ.,*dǎ:mágâ* sda̋:ya à:da:sgalhgó:’i,*A horsefly* bites hard.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏓᎾᏓᎯᎵᏙᎭ,606.1,606,ᏓᎾᏓᎯᎵᏙᎭ,,danadahi’lidoha,da-na-da-hi-li-do-ha,dànạdahị́’lǐdôha,dà:nada:hí’lǐ:dô:ha,verb (v.i.),3rd person singular,,they are having a trial,,,,,,,,,,,,,,,,,,,trial,,,,didahị’lǐdâsdi̋’i,,,,Sentence_for_entry_0606.m4a,ᎤᎾᏙᏓᏉᏅ *ᏓᎾᏓᎯᎵᏙᎮᏍᏗ.*,u:nadǒ:dágwohnv̋: *dà:nada:hí’li:dô:hé:sdi*,*They will be having a trial* on Monday.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏙᏣᏓᎯᎵᏙᎭ,606.2,606,ᏙᏣᏓᎯᎵᏙᎭ,,dojadahi’lidoha,do-tsa-da-hi-li-do-ha,dòjạdahị́’lǐdôha,dò:jada:hí’lǐ:dô:ha,verb (v.i.),1st person singular with animate/ inanimate object,,we are having a trial,,,,,,,,,,,,,,,,,,,trial,,,,didahị’lǐdâsdi̋’i,,,,Sentence_for_entry_0606.m4a,ᎤᎾᏙᏓᏉᏅ *ᏓᎾᏓᎯᎵᏙᎮᏍᏗ.*,u:nadǒ:dágwohnv̋: *dà:nada:hí’li:dô:hé:sdi*,*They will be having a trial* on Monday.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏚᎾᏓᎯᎵᏙᎸᎢ,606.3,606,ᏚᎾᏓᎯᎵᏙᎸᎢ,,dunadahi’lidolv’i,du-na-da-hi-li-do-lv-i,dùnạdahị́’lǐdôlv̌’i,dù:nada:hí’lǐ:dô:lv̌:’i,verb (v.i.),3rd person singular non-progressive remote past tense,,they had a trial,,,,,,,,,,,,,,,,,,,trial,,,,didahị’lǐdâsdi̋’i,,,,Sentence_for_entry_0606.m4a,ᎤᎾᏙᏓᏉᏅ *ᏓᎾᏓᎯᎵᏙᎮᏍᏗ.*,u:nadǒ:dágwohnv̋: *dà:nada:hí’li:dô:hé:sdi*,*They will be having a trial* on Monday.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
