verb,person,tense,form,form (JW),notes
take out of a container (animate) (involuntary),3s,presimp,wiji.léki,wi²ji².le³ki²,
take out of a container (animate) (involuntary),Id,presimp,eéníí.leki,e²³ni³³.le²ki²,
take out of a container (animate) (involuntary),Ed,presimp,woóstíí.leki,wo²³sti³³.le²ki²,
take out of a container (animate) (involuntary),2d,presimp,eestii.leki,e²²sti²².le²ki²,
take out of a container (animate) (involuntary),Ip,presimp,eétíí.leki,e²³ti³³.le²ki²,
take out of a container (animate) (involuntary),Ep,presimp,woójíí.leki,wo²³ji³³.le²ki²,
take out of a container (animate) (involuntary),2p,presimp,eejii.leki,e²²ji²².le²ki²,
take out of a container (animate) (involuntary),3p,presimp,waníí.leki,wa²ni³³.le²ki²,
take out of a container (animate) (involuntary),1s,futimp,jii.léésvvʔi,ji²².le³³sv²²ʔi²,
take out of a container (animate) (involuntary),2s,futimp,hii.léésvvʔi,hi²².le³³sv²²ʔi²,
take out of a container (animate) (involuntary),3s,futimp,ka.léésvvʔi,ka².le³³sv²²ʔi²,
take out of a container (animate) (involuntary),Id,futimp,èènii.léésvvʔi,e²¹ni²².le³³sv²²ʔi²,
take out of a container (animate) (involuntary),Ed,futimp,òòstii.léésvvʔi,o²¹sti²².le³³sv²²ʔi²,
take out of a container (animate) (involuntary),2d,futimp,èèstii.léésvvʔi,e²¹sti²².le³³sv²²ʔi²,
take out of a container (animate) (involuntary),Ip,futimp,èètii.léésvvʔi,e²¹ti²².le³³sv²²ʔi²,
take out of a container (animate) (involuntary),Ep,futimp,òòjii.léésvvʔi,o²¹ji²².le³³sv²²ʔi²,
take out of a container (animate) (involuntary),2p,futimp,èèjii.léésvvʔi,e²¹ji²².le³³sv²²ʔi²,
take out of a container (animate) (involuntary),3p,futimp,àànii.léésvvʔi,a²¹ni²².le³³sv²²ʔi²,
take out of a container (animate) (voluntary),1s,pres,jii.yáʔiʔa,ji²².ya³ʔi²ʔa²,
take out of a container (animate) (voluntary),2s,pres,hii.yáʔiʔa,hi²².ya³ʔi²ʔa²,
take out of a container (animate) (voluntary),3s,pres,àà.yáʔiʔa,a²¹.ya³ʔi²ʔa²,
take out of a container (animate) (voluntary),Id,pres,èènii.yáʔiʔa,e²¹ni²².ya³ʔi²ʔa²,
take out of a container (animate) (voluntary),Ed,pres,òòstii.yáʔiʔa,o²¹sti²².ya³ʔi²ʔa²,
take out of a container (animate) (voluntary),2d,pres,èèstii.yáʔiʔa,e²¹sti²².ya³ʔi²ʔa²,
take out of a container (animate) (voluntary),Ip,pres,èètii.yáʔiʔa,e²¹ti²².ya³ʔi²ʔa²,
take out of a container (animate) (voluntary),Ep,pres,òòjii.yáʔiʔa,o²¹ji²².ya³ʔi²ʔa²,
take out of a container (animate) (voluntary),2p,pres,èèjii.yáʔiʔa,e²¹ji²².ya³ʔi²ʔa²,
take out of a container (animate) (voluntary),3p,pres,àànii.yáʔiʔa,a²¹ni²².ya³ʔi²ʔa²,
take out of a container (animate) (voluntary),1s,hab,jii.yáʔììskóóʔi,ji²².ya³ʔi²¹sko³³ʔi²,
take out of a container (animate) (voluntary),2s,hab,hii.yáʔììskóóʔi,hi²².ya³ʔi²¹sko³³ʔi²,
take out of a container (animate) (voluntary),3s,hab,àà.yáʔììskóóʔi,a²¹.ya³ʔi²¹sko³³ʔi²,
take out of a container (animate) (voluntary),Id,hab,èènii.yáʔììskóóʔi,e²¹ni²².ya³ʔi²¹sko³³ʔi²,
take out of a container (animate) (voluntary),Ed,hab,òòstii.yáʔììskóóʔi,o²¹sti²².ya³ʔi²¹sko³³ʔi²,
take out of a container (animate) (voluntary),2d,hab,èèstii.yáʔììskóóʔi,e²¹sti²².ya³ʔi²¹sko³³ʔi²,
take out of a container (animate) (voluntary),Ip,hab,èètii.yáʔììskóóʔi,e²¹ti²².ya³ʔi²¹sko³³ʔi²,
take out of a container (animate) (voluntary),Ep,hab,òòjii.yáʔììskóóʔi,o²¹ji²².ya³ʔi²¹sko³³ʔi²,
take out of a container (animate) (voluntary),2p,hab,èèjii.yáʔììskóóʔi,e²¹ji²².ya³ʔi²¹sko³³ʔi²,
take out of a container (animate) (voluntary),3p,hab,àànii.yáʔììskóóʔi,a²¹ni²².ya³ʔi²¹sko³³ʔi²,
take out of a container (animate) (voluntary),1s,rempast,jii.yáʔììsvv́ʔi,ji²².ya³ʔi²¹sv²³ʔi²,
take out of a container (animate) (voluntary),2s,rempast,hii.yáʔììsvv́ʔi,hi²².ya³ʔi²¹sv²³ʔi²,
take out of a container (animate) (voluntary),3s,rempast,ùù.yáʔììsvv́ʔi,u²¹.ya³ʔi²¹sv²³ʔi²,
take out of a container (animate) (voluntary),Id,rempast,èènii.yáʔììsvv́ʔi,e²¹ni²².ya³ʔi²¹sv²³ʔi²,
take out of a container (animate) (voluntary),Ed,rempast,òòstii.yáʔììsvv́ʔi,o²¹sti²².ya³ʔi²¹sv²³ʔi²,
take out of a container (animate) (voluntary),2d,rempast,èèstii.yáʔììsvv́ʔi,e²¹sti²².ya³ʔi²¹sv²³ʔi²,
take out of a container (animate) (voluntary),Ip,rempast,èètii.yáʔììsvv́ʔi,e²¹ti²².ya³ʔi²¹sv²³ʔi²,
take out of a container (animate) (voluntary),Ep,rempast,òòjii.yáʔììsvv́ʔi,o²¹ji²².ya³ʔi²¹sv²³ʔi²,
take out of a container (animate) (voluntary),2p,rempast,èèjii.yáʔììsvv́ʔi,e²¹ji²².ya³ʔi²¹sv²³ʔi²,
take out of a container (animate) (voluntary),3p,rempast,ùùnii.yáʔììsvv́ʔi,u²¹ni²².ya³ʔi²¹sv²³ʔi²,
take out of a container (animate) (voluntary),1s,reppast,jii.yáʔììsééʔi,ji²².ya³ʔi²¹se³³ʔi²,
take out of a container (animate) (voluntary),2s,reppast,hii.yáʔììsééʔi,hi²².ya³ʔi²¹se³³ʔi²,
take out of a container (animate) (voluntary),3s,reppast,ùù.yáʔììsééʔi,u²¹.ya³ʔi²¹se³³ʔi²,
take out of a container (animate) (voluntary),Id,reppast,èènii.yáʔììsééʔi,e²¹ni²².ya³ʔi²¹se³³ʔi²,
take out of a container (animate) (voluntary),Ed,reppast,òòstii.yáʔììsééʔi,o²¹sti²².ya³ʔi²¹se³³ʔi²,
take out of a container (animate) (voluntary),2d,reppast,èèstii.yáʔììsééʔi,e²¹sti²².ya³ʔi²¹se³³ʔi²,
take out of a container (animate) (voluntary),Ip,reppast,èètii.yáʔììsééʔi,e²¹ti²².ya³ʔi²¹se³³ʔi²,
take out of a container (animate) (voluntary),Ep,reppast,òòjii.yáʔììsééʔi,o²¹ji²².ya³ʔi²¹se³³ʔi²,
take out of a container (animate) (voluntary),2p,reppast,èèjii.yáʔììsééʔi,e²¹ji²².ya³ʔi²¹se³³ʔi²,
take out of a container (animate) (voluntary),3p,reppast,ùùnii.yáʔììsééʔi,u²¹ni²².ya³ʔi²¹se³³ʔi²,
take out of a container (animate) (voluntary),1s,immpast,jii.yáʔi,ji²².ya³ʔi²,
take out of a container (animate) (voluntary),2s,immpast,hii.yáʔi,hi²².ya³ʔi²,
take out of a container (animate) (voluntary),3s,immpast,àà.yáʔi,a²¹.ya³ʔi²,
take out of a container (animate) (voluntary),Id,immpast,èènii.yáʔi,e²¹ni²².ya³ʔi²,
take out of a container (animate) (voluntary),Ed,immpast,òòstii.yáʔi,o²¹sti²².ya³ʔi²,
take out of a container (animate) (voluntary),2d,immpast,èèstii.yáʔi,e²¹sti²².ya³ʔi²,
take out of a container (animate) (voluntary),Ip,immpast,èètii.yáʔi,e²¹ti²².ya³ʔi²,
take out of a container (animate) (voluntary),Ep,immpast,òòjii.yáʔi,o²¹ji²².ya³ʔi²,
take out of a container (animate) (voluntary),2p,immpast,èèjii.yáʔi,e²¹ji²².ya³ʔi²,
take out of a container (animate) (voluntary),3p,immpast,àànii.yáʔi,a²¹ni²².ya³ʔi²,
take out of a container (animate) (voluntary),1s,fut,tajií.yáʔììsi,ta²ji²³.ya³ʔi²¹si²,
take out of a container (animate) (voluntary),2s,fut,thií.yáʔììsi,thi²³.ya³ʔi²¹si²,
take out of a container (animate) (voluntary),3s,fut,tvv́.yáʔììsi,tv²³.ya³ʔi²¹si²,
take out of a container (animate) (voluntary),Id,fut,tayeéníí.yaʔììsi,ta²ye²³ni³³.ya²ʔi²¹si²,
take out of a container (animate) (voluntary),Ed,fut,tayoóstíí.yaʔììsi,ta²yo²³sti³³.ya²ʔi²¹si²,
take out of a container (animate) (voluntary),2d,fut,tayeéstíí.yaʔììsi,ta²ye²³sti³³.ya²ʔi²¹si²,
take out of a container (animate) (voluntary),Ip,fut,tayeétíí.yaʔììsi,ta²ye²³ti³³.ya²ʔi²¹si²,
take out of a container (animate) (voluntary),Ep,fut,tayoójíí.yaʔììsi,ta²yo²³ji³³.ya²ʔi²¹si²,
take out of a container (animate) (voluntary),2p,fut,tayeéjíí.yaʔììsi,ta²ye²³ji³³.ya²ʔi²¹si²,
take out of a container (animate) (voluntary),3p,fut,tvv́níí.yaʔììsi,tv²³ni³³.ya²ʔi²¹si²,
take out of a container (animate) (voluntary),1s,inf,jii.yaʔììsti,ji²².ya²ʔi²¹sti²,
take out of a container (animate) (voluntary),2s,inf,hii.yaʔììsti,hi²².ya²ʔi²¹sti²,
take out of a container (animate) (voluntary),3s,inf,uu.yaʔììsti,u²².ya²ʔi²¹sti²,
take out of a container (animate) (voluntary),Id,inf,eenii.yaʔììsti,e²²ni²².ya²ʔi²¹sti²,
take out of a container (animate) (voluntary),Ed,inf,ooostii.yaʔììsti,o²²o²sti²².ya²ʔi²¹sti²,
take out of a container (animate) (voluntary),2d,inf,eestii.yaʔììsti,e²²sti²².ya²ʔi²¹sti²,
take out of a container (animate) (voluntary),Ip,inf,eetii.yaʔììsti,e²²ti²².ya²ʔi²¹sti²,
take out of a container (animate) (voluntary),Ep,inf,oojii.yaʔììsti,o²²ji²².ya²ʔi²¹sti²,
take out of a container (animate) (voluntary),2p,inf,eejii.yaʔììsti,e²²ji²².ya²ʔi²¹sti²,
take out of a container (animate) (voluntary),3p,inf,uunii.yaʔììsti,u²²ni²².ya²ʔi²¹sti²,
take out of a container (animate) (voluntary),1s,presimp,jií.yáʔi,ji²³.ya³ʔi²,
take out of a container (animate) (voluntary),2s,presimp,hii.yaʔi,hi²².ya²ʔi²,
take out of a container (animate) (voluntary),3s,presimp,wa.yáʔi,wa².ya³ʔi²,
take out of a container (animate) (voluntary),Id,presimp,eéníí.yaʔi,e²³ni³³.ya²ʔi²,
take out of a container (animate) (voluntary),Ed,presimp,woóstíí.yaʔi,wo²³sti³³.ya²ʔi²,
take out of a container (animate) (voluntary),2d,presimp,eestii.yaʔi,e²²sti²².ya²ʔi²,
take out of a container (animate) (voluntary),Ip,presimp,eétíí.yaʔi,e²³ti³³.ya²ʔi²,
take out of a container (animate) (voluntary),Ep,presimp,woójíí.yaʔi,wo²³ji³³.ya²ʔi²,
take out of a container (animate) (voluntary),2p,presimp,eejii.yaʔi,e²²ji²².ya²ʔi²,
take out of a container (animate) (voluntary),3p,presimp,waníí.yaʔi,wa²ni³³.ya²ʔi²,
take out of a container (animate) (voluntary),1s,futimp,jii.yáʔììsvvʔi,ji²².ya³ʔi²¹sv²²ʔi²,
take out of a container (animate) (voluntary),2s,futimp,hii.yáʔììsvvʔi,hi²².ya³ʔi²¹sv²²ʔi²,
take out of a container (animate) (voluntary),3s,futimp,àà.yáʔiisvvʔi,a²¹.ya³ʔi²²sv²²ʔi²,
take out of a container (animate) (voluntary),Id,futimp,èènii.yáʔììsvvʔi,e²¹ni²².ya³ʔi²¹sv²²ʔi²,
take out of a container (animate) (voluntary),Ed,futimp,òòstii.yáʔììsvvʔi,o²¹sti²².ya³ʔi²¹sv²²ʔi²,
take out of a container (animate) (voluntary),2d,futimp,èèstii.yáʔììsvvʔi,e²¹sti²².ya³ʔi²¹sv²²ʔi²,
take out of a container (animate) (voluntary),Ip,futimp,èètii.yáʔììsvvʔi,e²¹ti²².ya³ʔi²¹sv²²ʔi²,
take out of a container (animate) (voluntary),Ep,futimp,òòjii.yáʔììsvvʔi,o²¹ji²².ya³ʔi²¹sv²²ʔi²,
take out of a container (animate) (voluntary),2p,futimp,èèjii.yáʔììsvvʔi,e²¹ji²².ya³ʔi²¹sv²²ʔi²,
take out of a container (animate) (voluntary),3p,futimp,àànii.yáʔììsvvʔi,a²¹ni²².ya³ʔi²¹sv²²ʔi²,
take out of a container (long),1s,pres,ji.lííʔa,ji².li³³ʔa²,
take out of a container (long),2s,pres,hi.liíha,hi².li²³ha²,
take out of a container (long),3s,pres,ka.liíha,ka².li²³ha²,
take out of a container (long),Id,pres,ììnii.liíha,i²¹ni²².li²³ha²,
take out of a container (long),Ed,pres,òòstii.liíha,o²¹sti²².li²³ha²,
take out of a container (long),2d,pres,stii.liíha,sti²².li²³ha²,
take out of a container (long),Ip,pres,ììtii.liíha,i²¹ti²².li²³ha²,
take out of a container (long),Ep,pres,òòjii.liíha,o²¹ji²².li²³ha²,
take out of a container (long),2p,pres,ììjii.liíha,i²¹ji²².li²³ha²,
take out of a container (long),3p,pres,àànii.liíha,a²¹ni²².li²³ha²,
take out of a container (long),1s,hab,ji.líískóóʔi,ji².li³³sko³³ʔi²,
take out of a container (long),2s,hab,hi.liískóʔi,hi².li²³sko³ʔi²,
take out of a container (long),3s,hab,ka.liískóʔi,ka².li²³sko³ʔi²,kaliískóóʔi
take out of a container (long),Id,hab,ììnii.liískóʔi,i²¹ni²².li²³sko³ʔi²,
take out of a container (long),Ed,hab,òòstii.liískóʔi,o²¹sti²².li²³sko³ʔi²,
take out of a container (long),2d,hab,stii.liískóʔi,sti²².li²³sko³ʔi²,
take out of a container (long),Ip,hab,ììtii.liískóʔi,i²¹ti²².li²³sko³ʔi²,
take out of a container (long),Ep,hab,òòjii.liískóʔi,o²¹ji²².li²³sko³ʔi²,
take out of a container (long),2p,hab,ììjii.liískóʔi,i²¹ji²².li²³sko³ʔi²,
take out of a container (long),3p,hab,àànii.liískóʔi,a²¹ni²².li²³sko³ʔi²,
take out of a container (long),1s,rempast,ààki.lvvhvv́ʔi,a²¹ki².lv²²hv²³ʔi²,
take out of a container (long),2s,rempast,ja.lvvhvv́ʔi,ja².lv²²hv²³ʔi²,
take out of a container (long),3s,rempast,ùù.lvvhvv́ʔi,u²¹.lv²²hv²³ʔi²,
take out of a container (long),Id,rempast,kinii.lvvhvv́ʔi,ki²ni²².lv²²hv²³ʔi²,
take out of a container (long),Ed,rempast,òòkinii.lvvhvv́ʔi,o²¹ki²ni²².lv²²hv²³ʔi²,
take out of a container (long),2d,rempast,stii.lvvhvv́ʔi,sti²².lv²²hv²³ʔi²,
take out of a container (long),Ip,rempast,ììkii.lvvhvv́ʔi,i²¹ki²².lv²²hv²³ʔi²,
take out of a container (long),Ep,rempast,òòkii.lvvhvv́ʔi,o²¹ki²².lv²²hv²³ʔi²,
take out of a container (long),2p,rempast,ììjii.lvvhvv́ʔi,i²¹ji²².lv²²hv²³ʔi²,
take out of a container (long),3p,rempast,ùùnii.lvvhvv́ʔi,u²¹ni²².lv²²hv²³ʔi²,
take out of a container (long),1s,reppast,ààki.lvvhèèʔi,a²¹ki².lv²²he²¹ʔi²,
take out of a container (long),2s,reppast,ja.lvvhééʔi,ja².lv²²he³³ʔi²,
take out of a container (long),3s,reppast,ùù.lvvhééʔi,u²¹.lv²²he³³ʔi²,
take out of a container (long),Id,reppast,kinii.lvvhééʔi,ki²ni²².lv²²he³³ʔi²,
take out of a container (long),Ed,reppast,òòkinii.lvvhééʔi,o²¹ki²ni²².lv²²he³³ʔi²,
take out of a container (long),2d,reppast,stii.lvvhééʔi,sti²².lv²²he³³ʔi²,
take out of a container (long),Ip,reppast,ììkii.lvvhééʔi,i²¹ki²².lv²²he³³ʔi²,
take out of a container (long),Ep,reppast,òòkii.lvvhééʔi,o²¹ki²².lv²²he³³ʔi²,
take out of a container (long),2p,reppast,ììjii.lvvhééʔi,i²¹ji²².lv²²he³³ʔi²,
take out of a container (long),3p,reppast,ùùnii.lvvhééʔi,u²¹ni²².lv²²he³³ʔi²,
take out of a container (long),1s,immpast,ji.la,ji².la²,
take out of a container (long),2s,immpast,hi.la,hi².la²,
take out of a container (long),3s,immpast,ka.la,ka².la²,
take out of a container (long),Id,immpast,ììnií.la,i²¹ni²³.la²,
take out of a container (long),Ed,immpast,òòstií.la,o²¹sti²³.la²,
take out of a container (long),2d,immpast,stií.la,sti²³.la²,
take out of a container (long),Ip,immpast,ììtií.la,i²¹ti²³.la²,
take out of a container (long),Ep,immpast,òòjií.la,o²¹ji²³.la²,
take out of a container (long),2p,immpast,ììjií.la,i²¹ji²³.la²,
take out of a container (long),3p,immpast,àànií.la,a²¹ni²³.la²,
take out of a container (long),1s,fut,taji.lv́ʔi,ta²ji².lv³ʔi²,
take out of a container (long),2s,fut,thi.lv́v́hi,thi².lv³³hi²,
take out of a container (long),3s,fut,taka.lv́v́hi,ta²ka².lv³³hi²,
take out of a container (long),Id,fut,taanií.lv́v́hi,ta²²ni²³.lv³³hi²,
take out of a container (long),Ed,fut,tayoóstíí.lvvhi,ta²yo²³sti³³.lv²²hi²,
take out of a container (long),2d,fut,tastií.lv́v́hi,ta²sti²³.lv³³hi²,
take out of a container (long),Ip,fut,tààtií.lv́v́hi,ta²¹ti²³.lv³³hi²,
take out of a container (long),Ep,fut,tayoójíí.lvvhi,ta²yo²³ji³³.lv²²hi²,
take out of a container (long),2p,fut,tààjií.lv́v́hi,ta²¹ji²³.lv³³hi²,
take out of a container (long),3p,fut,tvv́níí.lvvhi,tv²³ni³³.lv²²hi²,
take out of a container (long),1s,inf,aki.lhti,a²ki².lhti²,
take out of a container (long),2s,inf,ja.lhti,ja².lhti²,
take out of a container (long),3s,inf,uu.lhti,u²².lhti²,
take out of a container (long),Id,inf,kinii.lhti,ki²ni²².lhti²,
take out of a container (long),Ed,inf,ookinii.lhti,o²²ki²ni²².lhti²,
take out of a container (long),2d,inf,stii.lhti,sti²².lhti²,
take out of a container (long),Ip,inf,ììkii.lhti,i²¹ki²².lhti²,
take out of a container (long),Ep,inf,ookii.lhti,o²²ki²².lhti²,
take out of a container (long),2p,inf,ììjii.lhti,i²¹ji²².lhti²,
take out of a container (long),3p,inf,uunii.lhti,u²²ni²².lhti²,
take out of a container (long),1s,presimp,jí.la,ji³.la²,
take out of a container (long),2s,presimp,hi.la,hi².la²,
take out of a container (long),3s,presimp,wiká.la,wi²ka³.la²,
take out of a container (long),Id,presimp,ììnií.la,i²¹ni²³.la²,
take out of a container (long),Ed,presimp,woóstíí.la,wo²³sti³³.la²,
take out of a container (long),2d,presimp,stií.la,sti²³.la²,
take out of a container (long),Ip,presimp,ììtií.la,i²¹ti²³.la²,
take out of a container (long),Ep,presimp,woójíí.la,wo²³ji³³.la²,
take out of a container (long),2p,presimp,ììjií.la,i²¹ji²³.la²,
take out of a container (long),3p,presimp,waníí.la,wa²ni³³.la²,
take out of a container (long),1s,futimp,ji.lvʔvvʔi,ji².lv²ʔv²²ʔi²,
take out of a container (long),2s,futimp,hi.lvvhvvʔi,hi².lv²²hv²²ʔi²,
take out of a container (long),3s,futimp,ka.lvvhvvʔi,ka².lv²²hv²²ʔi²,
take out of a container (long),Id,futimp,ììnii.lvvhvvʔi,i²¹ni²².lv²²hv²²ʔi²,
take out of a container (long),Ed,futimp,òòstii.lvvhvvʔi,o²¹sti²².lv²²hv²²ʔi²,
take out of a container (long),2d,futimp,stii.lvvhvvʔi,sti²².lv²²hv²²ʔi²,
take out of a container (long),Ip,futimp,ììtii.lvvhvvʔi,i²¹ti²².lv²²hv²²ʔi²,
